folio,plan,plazos,precio,anticipo,semanal,total,pagado,pagoMontoFijado,pagoMontoCorriente,pagoMontoRecibido
570,nuevo,35,3799.0,799.0,180.0,7099.0,36,7099.0,7099.0,2959.0
571,nuevo,43,5999.0,599.9,288.79,13017.83,23,13015.730000000001,6953.280000000001,4067.27
572,nuevo,15,4999.0,999.0,400.0,6999.0,16,6999.0,6999.0,2599.0
575,nuevo,26,3799.0,399.5,209.2,5838.7,9,5838.7,2073.1,1236.3
576,nuevo,26,3799.0,379.9,249.86,6876.19,17,6875.84,4377.66,2379.2
577,nuevo,15,6399.0,1249.0,514.9,8972.45,16,8978.75,8978.75,4859.55
578,nuevo,26,9099.0,2000.0,518.77,15488.1,26,15498.88,14969.25,6150.16
579,nuevo,26,5299.0,999.0,314.23,9169.0,27,9250.27,9250.27,1394.52
580,nuevo,20,5399.0,624.5,238.73,5399.0,21,5160.37,5160.37,2057.42
581,nuevo,43,3799.0,799.0,160.47,7699.0,31,7699.88,5613.1,2243.76
582,nuevo,43,6499.0,1249.5,280.79,13323.35,25,13311.410000000002,7988.460000000001,4058.2400000000002
583,nuevo,43,5499.0,549.9,264.72,11932.83,16,11901.150000000001,4520.700000000001,1878.7800000000002
584,nuevo,43,5999.0,1249.0,254.07,12174.03,22,12173.02,6584.47,4298.7699999999995
585,nuevo,35,6099.0,1249.0,291.0,11434.05,20,11429.05,6778.0,5032.0
586,nuevo,43,5499.0,1249.0,227.33,11024.0,44,10944.37,10944.37,3522.3
587,nuevo,20,6999.0,624.5,318.75,6999.5,14,6996.02,4768.25,2858.0
588,nuevo,43,5299.0,999.0,230.0,10889.0,44,10889.0,10889.0,3529.0
589,nuevo,43,29680.0,0.0,690.23,29680.0,44,29686.9,29686.9,8289.77
590,nuevo,43,9499.0,1499.0,316.28,15099.0,44,14782.759999999998,14782.759999999998,2456.76
591,nuevo,43,7029.7,0.0,163.48,7029.7,20,7022.419999999999,3106.12,2294.44
592,nuevo,80,42342.0,0.0,529.28,42342.0,21,42229.049999999996,10585.599999999999,6890.0
593,nuevo,43,3799.0,799.0,160.47,7699.02,13,7699.0199999999995,2724.64,2403.7
594,nuevo,43,8199.0,819.9,394.75,17793.94,24,17813.34,9899.15,5952.65
595,nuevo,43,3799.0,799.0,160.47,7699.0,42,7538.74,7217.8,2898.5299999999997
596,nuevo,43,5499.0,1250.0,227.33,11025.0,44,10984.61,10984.61,3750.63
597,nuevo,43,3799.0,799.0,160.47,7699.0,44,7661.69,7661.69,1761.82
598,nuevo,26,5999.0,0.0,369.17,9598.4,19,9588.44,6645.06,3695.85
599,nuevo,35,3999.0,399.9,216.57,7979.9,26,7985.03,5814.15,3431.88
600,nuevo,26,4099.0,799.0,241.15,7069.0,27,6827.75,6827.75,3456.35
601,nuevo,43,6499.0,1250.0,280.76,13322.7,30,13335.619999999999,9392.039999999999,4057.6
602,nuevo,35,3799.0,799.0,180.0,7099.0,36,7099.0,7099.0,799.0
603,nuevo,43,6899.0,624.5,248.06,11291.15,36,11292.23,9306.6,4097.34
604,nuevo,26,3799.0,799.0,219.23,6499.0,22,6498.23,5402.83,3868.99
605,nuevo,15,3999.0,799.0,320.0,5599.0,16,5599.0,5599.0,4319.0
606,nuevo,15,3799.0,1000.0,279.9,5198.5,16,5200.099999999999,5200.099999999999,1841.5
607,nuevo,26,8799.0,879.9,578.7,15926.19,23,15930.29,13611.300000000001,7825.8
609,nuevo,43,5999.0,250.0,227.29,10023.67,15,10016.57,3432.06,1159.87
610,nuevo,43,3799.0,399.0,181.81,8216.95,25,8215.43,4762.4400000000005,2944.34
611,nuevo,15,3999.0,799.0,320.0,5598.97,16,5598.94,5598.94,3999.0
612,nuevo,26,3999.0,799.0,233.85,6879.0,20,6877.65,5242.15,4074.25
613,nuevo,35,3799.0,0.0,180.0,6300.0,20,6300.0,3420.0,720.0
614,nuevo,35,3999.0,799.0,192.0,7519.03,3,7519.03,1183.0,991.0
615,nuevo,26,10999.0,1249.5,599.97,16848.7,23,16848.34,14448.84,7849.26
617,nuevo,26,6499.0,1250.0,383.58,11223.1,25,10839.5,10072.34,5471.0599999999995
618,nuevo,35,8938.0,860.0,380.82,14188.7,24,14188.52,9618.86,3906.56
619,nuevo,43,6299.0,0.0,146.49,6299.0,44,6278.09,6278.09,273.02
620,nuevo,43,3999.0,399.9,192.51,8677.85,13,8682.439999999999,2710.02,977.43
621,nuevo,35,3799.0,379.9,205.15,7560.04,23,7561.24,4893.2,2841.7
622,nuevo,15,3799.0,400.0,340.0,5499.97,16,5499.94,5499.94,1760.0
623,nuevo,26,10499.0,0.0,584.62,15200.0,27,15200.5,15200.5,0.0
624,nuevo,26,8500.0,499.0,492.37,13300.6,27,13300.6,13300.6,499.0
625,nuevo,43,5499.0,999.0,240.7,11349.03,17,11351.13,4850.2,3646.7
626,nuevo,43,5499.0,999.0,240.7,11349.03,17,11351.83,4850.2,3646.7
627,nuevo,43,3799.0,800.0,134.38,6578.3,44,6452.599999999999,6452.599999999999,1614.92
628,nuevo,43,3799.0,380.0,183.0,8243.72,18,8240.64,3489.92,1846.0
629,nuevo,43,3799.0,799.0,160.47,7699.0,28,7693.24,5131.69,1923.35
630,nuevo,43,8699.0,1499.0,385.12,18059.0,44,18023.8,18023.8,4170.04
632,nuevo,26,3799.0,799.0,219.23,6499.0,27,6462.83,6462.83,1899.0
633,nuevo,15,3999.0,799.0,320.0,5599.0,13,5599.0,4639.0,3359.0
634,nuevo,15,3799.0,799.0,300.0,5299.0,14,5299.0,4699.0,3199.0
635,nuevo,43,3799.0,799.0,160.47,7699.0,32,7705.58,5773.57,2403.7
636,nuevo,43,7523.5,0.0,297.44,12789.95,20,12793.03,5651.36,2676.96
637,nuevo,15,3999.0,799.0,320.0,5598.97,16,5598.94,5598.94,3999.0
638,nuevo,35,5399.0,999.0,264.0,10239.0,23,10239.0,6807.0,2847.0
639,nuevo,43,3799.0,799.0,160.47,7699.0,27,7699.0,4971.22,2403.7
641,nuevo,15,6199.0,1249.0,495.0,8674.0,10,8669.0,5704.0,1749.0
642,nuevo,43,6599.0,300.0,249.03,11008.3,28,11008.63,7023.81,2541.27
643,nuevo,43,3799.0,799.0,160.47,7699.0,29,7708.87,5292.16,1761.82
644,nuevo,43,5899.0,624.5,208.53,9591.15,34,9596.57,7505.99,3126.86
645,nuevo,35,3799.0,799.0,180.0,7099.0,28,7099.0,5659.0,1159.0
646,nuevo,43,3799.0,799.0,160.47,7699.0,28,7685.75,5131.69,1765.0
647,nuevo,43,8910.0,1248.1,178.16,8909.1,44,8909.26,8909.26,2317.3399999999997
648,nuevo,43,3799.0,799.0,160.47,7699.02,10,7699.0199999999995,2243.23,2243.23
649,nuevo,43,3799.0,799.0,160.47,7699.0,36,7711.22,6415.45,1922.29
650,nuevo,15,3799.0,799.0,300.0,5299.0,16,5299.0,5299.0,2299.0
651,nuevo,43,9778.0,0.0,227.4,9778.0,37,9810.800000000001,8186.400000000001,2728.8
652,nuevo,35,3999.0,799.0,192.0,7519.0,18,7519.0,4063.0,991.0
653,nuevo,15,5499.0,549.9,494.91,7973.5,16,7966.83,7966.83,4019.63
654,nuevo,15,5599.0,1250.0,434.9,7773.5,15,7772.299999999999,7338.599999999999,1684.9
655,nuevo,26,3799.0,799.0,219.23,6499.0,27,6500.38,6500.38,1019.63
657,renovacion,26,8499.0,0.0,523.02,13598.4,4,13597.42,1569.06,1570.04
659,nuevo,35,3799.0,799.0,180.0,7099.0,12,7077.0,2779.0,1159.0
660,nuevo,35,3799.0,379.9,205.75,7580.98,9,7579.23,2025.9,1409.65
663,nuevo,15,3799.0,799.0,300.0,5299.0,3,5299.0,1399.0,799.0
664,nuevo,43,3799.0,799.0,160.47,7699.02,11,7699.0199999999995,2403.7,2403.7
665,nuevo,24,6000.0,0.0,250.0,6000.0,17,6000.0,4000.0,1500.0
669,renovacion,43,8299.0,0.0,348.45,14983.25,5,14983.25,1393.8,1393.8
670,nuevo,15,5999.0,1249.0,475.0,7499.0,9,7899.0,4574.0,4649.0
671,nuevo,26,3799.0,399.0,209.23,5839.0,26,5843.17,5629.75,399.0
672,nuevo,15,5899.0,1249.0,515.0,8224.0,1,8459.01,1249.0,1249.0
673,nuevo,15,3799.0,799.0,300.0,5299.0,14,5299.0,4699.0,1999.0
675,nuevo,43,5799.0,579.9,279.16,12583.86,7,12583.87,2254.86,1975.7
677,nuevo,43,3999.0,799.0,171.16,8159.02,1,8159.0199999999995,799.0,799.0
680,renovacion,35,8299.0,0.0,391.24,13693.35,8,13693.35,2738.6800000000003,2738.6800000000003
683,nuevo,43,5699.0,0.0,132.53,5699.0,8,5566.26,795.1800000000001,1065.59
688,nuevo,43,3999.0,799.0,171.16,8159.02,9,8159.0199999999995,2168.2799999999997,2168.2799999999997
694,renovacion,15,4999.0,0.0,499.9,7498.5,1,7498.5,0.0,0.0
695,nuevo,15,3799.0,380.0,341.9,5508.47,5,5508.07,1747.6,380.0
697,nuevo,15,3999.0,799.0,320.0,5599.0,9,5599.0,3359.0,3359.0
698,nuevo,43,6399.0,624.5,134.29,6399.0,10,6399.0,1833.11,1833.11
702,nuevo,43,5299.0,999.0,230.0,10889.0,44,10889.0,10889.0,2609.0
703,nuevo,41,5999.0,0.0,248.44,10186.0,3,10182.88,496.88,500.0
704,nuevo,15,3999.0,799.0,320.0,5599.0,7,5599.0,2719.0,2719.0
707,renovacion,43,9299.0,0.0,216.26,9299.0,8,9299.0,1513.82,1513.82
708,nuevo,20,6299.0,0.0,314.95,6299.0,1,6299.0,0.0,0.0
711,renovacion,35,8299.0,0.0,391.24,13693.35,7,13693.35,2347.44,2347.44
712,nuevo,20,6099.0,1099.0,250.0,6099.0,7,6099.0,2599.0,2099.0
713,renovacion,43,8999.0,0.0,355.77,15298.3,7,15297.84,2134.62,2135.08
714,renovacion,43,9299.0,0.0,216.26,9299.0,5,9299.0,865.04,865.04
716,renovacion,15,5499.0,0.0,549.9,8248.5,2,8248.5,549.9,549.9
717,nuevo,43,0.43,0.0,0.01,0.43,44,0.43,0.43,0.0
720,renovacion,35,8299.0,0.0,391.24,13693.35,7,13693.35,2347.44,2347.44
722,nuevo,43,7199.0,700.0,347.62,15647.7,44,15631.74,15631.74,700.0
723,renovacion,43,8299.0,0.0,328.1,14108.3,2,14108.300000000001,328.1,328.1
724,nuevo,43,5299.0,999.0,230.0,10889.02,5,10889.02,1919.0,1919.0
727,renovacion,43,5499.0,0.0,217.4,9348.3,5,9348.300000000001,869.6,869.6
730,renovacion,15,8799.0,0.0,879.9,13198.5,2,13198.5,879.9,879.9
732,nuevo,43,10999.0,0.0,255.79,10999.0,4,10999.0,767.37,767.37
733,nuevo,26,6399.0,624.5,355.35,9863.7,23,9854.6,8442.2,1690.5500000000002
734,nuevo,43,5499.0,1249.0,227.33,11024.0,5,11024.0,2158.32,2158.32
740,renovacion,15,6399.0,0.0,639.9,9598.5,3,9598.3,1279.8,1280.0
746,nuevo,39,5999.0,0.0,317.58,12385.55,2,12385.55,317.58,317.58
747,renovacion,43,8999.0,0.0,355.77,15298.3,2,15298.07,355.77,356.0
748,nuevo,15,3999.0,799.0,320.0,5599.0,1,5599.0,799.0,799.0
749,renovacion,43,6999.0,1249.0,133.72,6999.0,3,6999.0,1516.44,1516.44
751,renovacion,43,8999.0,0.0,355.77,15298.3,2,15298.3,355.77,355.77
752,renovacion,43,8299.0,0.0,328.1,14108.3,2,14108.300000000001,328.1,328.1
753,nuevo,35,5299.0,999.0,258.0,10029.04,1,10029.04,999.0,999.0
762,nuevo,15,5299.0,999.0,430.0,7448.96,2,7448.96,1429.0,1429.0
763,nuevo,43,9499.0,0.0,220.91,9499.0,1,9499.0,0.0,0.0
764,renovacion,43,8999.0,0.0,209.28,8999.0,1,8999.0,0.0,0.0
766,renovacion,15,9499.0,0.0,949.9,14248.5,2,14248.5,949.9,949.9
767,renovacion,26,6699.0,749.5,366.12,10268.7,1,10268.7,749.5,749.5
769,renovacion,43,9499.0,0.0,375.54,16148.3,1,16148.300000000001,0.0,0.0
772,nuevo,26,3999.0,799.0,233.85,6879.0,1,6879.0,799.0,799.0
