folio,Suma de numeroPago,Year,Quarter,Month,Day,Suma de montoEsperado,Suma de montoRecibido
9,0,2026,Qtr 1,January,5,"$799,00","$799,00"
9,1,2026,Qtr 1,January,12,"$302,22","$305,00"
9,2,2026,Qtr 1,January,19,"$302,22","$305,00"
9,3,2026,Qtr 1,January,26,"$302,22","$303,00"
9,4,2026,Qtr 1,February,2,"$302,22","$302,22"
9,5,2026,Qtr 1,February,9,"$302,22","$302,22"
9,6,2026,Qtr 1,February,16,"$302,22","$302,22"
9,7,2026,Qtr 1,February,23,"$302,22","$302,22"
9,8,2026,Qtr 1,March,2,"$302,22","$302,22"
9,9,2026,Qtr 1,March,9,"$302,22","$302,22"
9,10,2026,Qtr 1,March,16,"$302,22","$302,22"
9,11,2026,Qtr 1,March,23,"$302,22","$302,22"
9,12,2026,Qtr 1,March,30,"$302,22","$302,22"
9,13,2026,Qtr 2,April,6,"$302,22","$302,22"
9,14,2026,Qtr 2,April,13,"$302,22","$302,22"
9,15,2026,Qtr 2,April,20,"$302,22","$302,22"
9,16,2026,Qtr 2,April,27,"$302,22","$302,22"
9,17,2026,Qtr 2,May,4,"$302,22","$302,22"
9,18,2026,Qtr 2,May,11,"$302,22","$302,26"
14,0,2026,Qtr 1,January,5,"$0,00","$0,00"
14,1,2026,Qtr 1,January,12,"$518,52","$518,52"
14,2,2026,Qtr 1,January,19,"$518,52","$518,52"
14,3,2026,Qtr 1,January,26,"$518,52","$518,52"
14,4,2026,Qtr 1,February,2,"$518,52","$519,00"
14,5,2026,Qtr 1,February,9,"$518,52","$520,00"
14,6,2026,Qtr 1,February,16,"$518,52","$518,52"
14,7,2026,Qtr 1,February,23,"$518,52","$518,52"
14,8,2026,Qtr 1,March,2,"$518,52","$518,52"
14,9,2026,Qtr 1,March,9,"$518,52","$518,52"
14,10,2026,Qtr 1,March,16,"$518,52","$518,52"
14,11,2026,Qtr 1,March,23,"$518,52","$0,00"
14,12,2026,Qtr 1,March,30,"$518,52","$0,00"
14,13,2026,Qtr 2,April,6,"$518,52","$0,00"
14,14,2026,Qtr 2,April,13,"$518,52","$0,00"
14,15,2026,Qtr 2,April,20,"$518,52","$0,00"
14,16,2026,Qtr 2,April,27,"$518,52","$0,00"
14,17,2026,Qtr 2,May,4,"$518,52","$0,00"
14,18,2026,Qtr 2,May,11,"$518,52","$0,00"
14,19,2026,Qtr 2,May,18,"$518,52","$0,00"
14,20,2026,Qtr 2,May,25,"$518,52","$0,00"
14,21,2026,Qtr 2,June,1,"$518,52","$0,00"
17,0,2026,Qtr 1,January,5,"$2499,00","$2499,00"
17,1,2026,Qtr 1,January,12,"$510,00","$510,00"
17,2,2026,Qtr 1,January,19,"$510,00","$0,00"
17,3,2026,Qtr 1,January,26,"$510,00","$0,00"
17,4,2026,Qtr 1,February,2,"$510,00","$0,00"
17,5,2026,Qtr 1,February,9,"$510,00","$0,00"
17,6,2026,Qtr 1,February,16,"$510,00","$0,00"
17,7,2026,Qtr 1,February,23,"$510,00","$0,00"
17,8,2026,Qtr 1,March,2,"$510,00","$0,00"
17,9,2026,Qtr 1,March,9,"$510,00","$0,00"
17,10,2026,Qtr 1,March,16,"$510,00","$0,00"
17,11,2026,Qtr 1,March,23,"$510,00","$0,00"
17,12,2026,Qtr 1,March,30,"$510,00","$0,00"
17,13,2026,Qtr 2,April,6,"$510,00","$0,00"
17,14,2026,Qtr 2,April,13,"$510,00","$0,00"
17,15,2026,Qtr 2,April,20,"$510,00","$0,00"
17,16,2026,Qtr 2,April,27,"$510,00","$0,00"
17,17,2026,Qtr 2,May,4,"$510,00","$0,00"
17,18,2026,Qtr 2,May,11,"$510,00","$0,00"
17,19,2026,Qtr 2,May,18,"$510,00","$0,00"
17,20,2026,Qtr 2,May,25,"$510,00","$0,00"
17,21,2026,Qtr 2,June,1,"$510,00","$0,00"
18,0,2026,Qtr 1,January,5,"$0,00","$0,00"
18,1,2026,Qtr 1,January,12,"$347,87","$347,87"
18,2,2026,Qtr 1,January,19,"$347,87","$347,87"
18,3,2026,Qtr 1,January,26,"$347,87","$347,87"
18,4,2026,Qtr 1,February,2,"$347,87","$347,87"
18,5,2026,Qtr 1,February,9,"$347,87","$347,87"
18,6,2026,Qtr 1,February,16,"$347,87","$347,87"
18,7,2026,Qtr 1,February,23,"$347,87","$347,87"
18,8,2026,Qtr 1,March,2,"$347,87","$347,87"
18,9,2026,Qtr 1,March,9,"$347,87","$347,87"
18,10,2026,Qtr 1,March,16,"$347,87","$347,87"
18,11,2026,Qtr 1,March,23,"$347,87","$347,87"
18,12,2026,Qtr 1,March,30,"$347,87","$347,87"
18,13,2026,Qtr 2,April,6,"$347,87","$347,87"
18,14,2026,Qtr 2,April,13,"$347,87","$347,87"
18,15,2026,Qtr 2,April,20,"$347,87","$0,00"
18,16,2026,Qtr 2,April,27,"$347,87","$0,00"
18,17,2026,Qtr 2,May,4,"$347,87","$0,00"
18,18,2026,Qtr 2,May,11,"$347,87","$0,00"
18,19,2026,Qtr 2,May,18,"$347,87","$0,00"
18,20,2026,Qtr 2,May,25,"$347,87","$0,00"
18,21,2026,Qtr 2,June,1,"$347,87","$0,00"
23,0,2026,Qtr 1,January,6,"$799,00","$799,00"
23,1,2026,Qtr 1,January,13,"$320,00","$321,00"
23,2,2026,Qtr 1,January,20,"$320,00","$320,00"
23,3,2026,Qtr 1,January,27,"$320,00","$320,00"
23,4,2026,Qtr 1,February,3,"$320,00","$320,00"
23,5,2026,Qtr 1,February,10,"$320,00","$0,00"
23,6,2026,Qtr 1,February,17,"$320,00","$0,00"
23,7,2026,Qtr 1,February,24,"$320,00","$0,00"
23,8,2026,Qtr 1,March,3,"$320,00","$0,00"
23,9,2026,Qtr 1,March,10,"$320,00","$0,00"
23,10,2026,Qtr 1,March,17,"$320,00","$0,00"
23,11,2026,Qtr 1,March,24,"$320,00","$0,00"
23,12,2026,Qtr 1,March,31,"$320,00","$0,00"
23,13,2026,Qtr 2,April,7,"$320,00","$0,00"
23,14,2026,Qtr 2,April,14,"$320,00","$0,00"
23,15,2026,Qtr 2,April,21,"$320,00","$0,00"
26,0,2026,Qtr 1,January,5,"$1249,00","$1249,00"
26,1,2026,Qtr 1,January,12,"$275,47","$275,47"
26,2,2026,Qtr 1,January,19,"$275,47","$275,47"
26,3,2026,Qtr 1,January,26,"$275,47","$275,47"
26,4,2026,Qtr 1,February,2,"$275,47","$275,47"
26,5,2026,Qtr 1,February,9,"$275,47","$275,47"
26,6,2026,Qtr 1,February,16,"$275,47","$275,47"
26,7,2026,Qtr 1,February,23,"$275,47","$275,47"
26,8,2026,Qtr 1,March,2,"$275,47","$275,47"
26,9,2026,Qtr 1,March,9,"$275,47","$0,00"
26,10,2026,Qtr 1,March,16,"$275,47","$0,00"
26,11,2026,Qtr 1,March,23,"$275,47","$0,00"
26,12,2026,Qtr 1,March,30,"$275,47","$0,00"
26,13,2026,Qtr 2,April,6,"$275,47","$0,00"
26,14,2026,Qtr 2,April,13,"$275,47","$0,00"
26,15,2026,Qtr 2,April,20,"$275,47","$0,00"
26,16,2026,Qtr 2,April,27,"$275,47","$0,00"
26,17,2026,Qtr 2,May,4,"$275,47","$0,00"
26,18,2026,Qtr 2,May,11,"$275,47","$0,00"
26,19,2026,Qtr 2,May,18,"$275,47","$0,00"
26,20,2026,Qtr 2,May,25,"$275,47","$0,00"
26,21,2026,Qtr 2,June,1,"$275,47","$0,00"
32,0,2026,Qtr 1,January,6,"$0,00","$0,00"
32,1,2026,Qtr 1,January,13,"$217,40","$218,00"
32,2,2026,Qtr 1,January,20,"$217,40","$218,00"
32,3,2026,Qtr 1,January,27,"$217,40","$218,00"
32,4,2026,Qtr 1,February,3,"$217,40","$217,40"
32,5,2026,Qtr 1,February,10,"$217,40","$217,40"
32,6,2026,Qtr 1,February,17,"$217,40","$217,40"
32,7,2026,Qtr 1,February,24,"$217,40","$217,40"
32,8,2026,Qtr 1,March,3,"$217,40","$217,40"
32,9,2026,Qtr 1,March,10,"$217,40","$217,40"
32,10,2026,Qtr 1,March,17,"$217,40","$217,40"
32,11,2026,Qtr 1,March,24,"$217,40","$217,40"
32,12,2026,Qtr 1,March,31,"$217,40","$217,40"
32,13,2026,Qtr 2,April,7,"$217,40","$217,40"
32,14,2026,Qtr 2,April,14,"$217,40","$217,40"
32,15,2026,Qtr 2,April,21,"$217,40","$217,40"
32,16,2026,Qtr 2,April,28,"$217,40","$217,40"
32,17,2026,Qtr 2,May,5,"$217,40","$217,40"
32,18,2026,Qtr 2,May,12,"$217,40","$217,40"
32,19,2026,Qtr 2,May,19,"$217,40","$217,40"
32,20,2026,Qtr 2,May,26,"$217,40","$217,40"
32,21,2026,Qtr 2,June,2,"$217,40","$0,00"
39,0,2026,Qtr 1,January,12,"$0,00","$0,00"
39,1,2026,Qtr 1,January,19,"$428,95","$428,95"
39,2,2026,Qtr 1,January,26,"$428,95","$428,95"
39,3,2026,Qtr 1,February,2,"$428,95","$428,95"
39,4,2026,Qtr 1,February,9,"$428,95","$428,95"
39,5,2026,Qtr 1,February,16,"$428,95","$428,95"
39,6,2026,Qtr 1,February,23,"$428,95","$428,95"
39,7,2026,Qtr 1,March,2,"$428,95","$428,95"
39,8,2026,Qtr 1,March,9,"$428,95","$428,95"
39,9,2026,Qtr 1,March,16,"$428,95","$428,95"
39,10,2026,Qtr 1,March,23,"$428,95","$428,95"
39,11,2026,Qtr 1,March,30,"$428,95","$428,95"
39,12,2026,Qtr 2,April,6,"$428,95","$428,95"
39,13,2026,Qtr 2,April,13,"$428,95","$0,00"
39,14,2026,Qtr 2,April,20,"$428,95","$0,00"
39,15,2026,Qtr 2,April,27,"$428,95","$0,00"
39,16,2026,Qtr 2,May,4,"$428,95","$0,00"
39,17,2026,Qtr 2,May,11,"$428,95","$0,00"
39,18,2026,Qtr 2,May,18,"$428,95","$0,00"
39,19,2026,Qtr 2,May,25,"$428,95","$0,00"
39,20,2026,Qtr 2,June,1,"$428,95","$0,00"
40,0,2026,Qtr 1,January,13,"$1249,00","$1249,00"
40,1,2026,Qtr 1,January,20,"$455,00","$0,00"
40,2,2026,Qtr 1,January,27,"$455,00","$0,00"
40,3,2026,Qtr 1,February,3,"$455,00","$0,00"
40,4,2026,Qtr 1,February,10,"$455,00","$0,00"
40,5,2026,Qtr 1,February,17,"$455,00","$0,00"
40,6,2026,Qtr 1,February,24,"$455,00","$0,00"
40,7,2026,Qtr 1,March,3,"$455,00","$0,00"
40,8,2026,Qtr 1,March,10,"$455,00","$0,00"
40,9,2026,Qtr 1,March,17,"$455,00","$0,00"
40,10,2026,Qtr 1,March,24,"$455,00","$0,00"
40,11,2026,Qtr 1,March,31,"$455,00","$0,00"
40,12,2026,Qtr 2,April,7,"$455,00","$0,00"
40,13,2026,Qtr 2,April,14,"$455,00","$0,00"
40,14,2026,Qtr 2,April,21,"$455,00","$0,00"
40,15,2026,Qtr 2,April,28,"$455,00","$0,00"
41,0,2026,Qtr 1,January,15,"$0,00","$0,00"
41,1,2026,Qtr 1,January,22,"$989,90","$989,90"
41,2,2026,Qtr 1,January,29,"$989,90","$0,00"
41,3,2026,Qtr 1,February,5,"$989,90","$0,00"
41,4,2026,Qtr 1,February,12,"$989,90","$0,00"
41,5,2026,Qtr 1,February,19,"$989,90","$0,00"
41,6,2026,Qtr 1,February,26,"$989,90","$0,00"
41,7,2026,Qtr 1,March,5,"$989,90","$0,00"
41,8,2026,Qtr 1,March,12,"$989,90","$0,00"
41,9,2026,Qtr 1,March,19,"$989,90","$0,00"
41,10,2026,Qtr 1,March,26,"$989,90","$0,00"
41,11,2026,Qtr 2,April,2,"$989,90","$0,00"
41,12,2026,Qtr 2,April,9,"$989,90","$0,00"
41,13,2026,Qtr 2,April,16,"$989,90","$0,00"
41,14,2026,Qtr 2,April,23,"$989,90","$0,00"
41,15,2026,Qtr 2,April,30,"$989,90","$0,00"
42,0,2026,Qtr 1,January,15,"$799,00","$799,00"
42,1,2026,Qtr 1,January,22,"$160,47","$500,00"
42,2,2026,Qtr 1,January,29,"$160,47","$500,00"
42,3,2026,Qtr 1,February,5,"$160,47","$160,47"
42,4,2026,Qtr 1,February,12,"$160,47","$160,50"
42,5,2026,Qtr 1,February,19,"$160,47","$160,48"
42,6,2026,Qtr 1,February,26,"$160,47","$160,50"
42,7,2026,Qtr 1,March,5,"$160,47","$160,50"
42,8,2026,Qtr 1,March,12,"$160,47","$160,50"
42,9,2026,Qtr 1,March,19,"$160,47","$160,50"
42,10,2026,Qtr 1,March,26,"$160,47","$320,94"
42,11,2026,Qtr 2,April,2,"$160,47","$160,47"
42,12,2026,Qtr 2,April,9,"$160,47","$160,47"
42,13,2026,Qtr 2,April,16,"$160,47","$160,47"
42,14,2026,Qtr 2,April,23,"$160,47","$160,50"
42,15,2026,Qtr 2,April,30,"$160,47","$160,47"
42,16,2026,Qtr 2,May,7,"$160,47","$160,47"
42,17,2026,Qtr 2,May,14,"$160,47","$160,47"
42,18,2026,Qtr 2,May,21,"$160,47","$160,47"
42,19,2026,Qtr 2,May,28,"$160,47","$160,47"
43,0,2026,Qtr 1,January,17,"$799,00","$799,00"
43,1,2026,Qtr 1,January,24,"$171,16","$171,16"
43,2,2026,Qtr 1,January,31,"$171,16","$171,16"
43,3,2026,Qtr 1,February,7,"$171,16","$171,16"
43,4,2026,Qtr 1,February,14,"$171,16","$171,16"
43,5,2026,Qtr 1,February,21,"$171,16","$171,16"
43,6,2026,Qtr 1,February,28,"$171,16","$171,16"
43,7,2026,Qtr 1,March,7,"$171,16","$171,16"
43,8,2026,Qtr 1,March,14,"$171,16","$171,16"
43,9,2026,Qtr 1,March,21,"$171,16","$171,16"
43,10,2026,Qtr 1,March,28,"$171,16","$0,00"
43,11,2026,Qtr 2,April,4,"$171,16","$0,00"
43,12,2026,Qtr 2,April,11,"$171,16","$0,00"
43,13,2026,Qtr 2,April,18,"$171,16","$0,00"
43,14,2026,Qtr 2,April,25,"$171,16","$0,00"
43,15,2026,Qtr 2,May,2,"$171,16","$0,00"
43,16,2026,Qtr 2,May,9,"$171,16","$0,00"
43,17,2026,Qtr 2,May,16,"$171,16","$0,00"
43,18,2026,Qtr 2,May,23,"$171,16","$0,00"
43,19,2026,Qtr 2,May,30,"$171,16","$0,00"
46,0,2026,Qtr 1,January,20,"$799,00","$799,00"
46,1,2026,Qtr 1,January,27,"$192,00","$192,00"
46,2,2026,Qtr 1,February,3,"$192,00","$192,00"
46,3,2026,Qtr 1,February,10,"$192,00","$192,00"
46,4,2026,Qtr 1,February,17,"$192,00","$192,00"
46,5,2026,Qtr 1,February,24,"$192,00","$192,00"
46,6,2026,Qtr 1,March,3,"$192,00","$192,00"
46,7,2026,Qtr 1,March,10,"$192,00","$192,00"
46,8,2026,Qtr 1,March,17,"$192,00","$192,00"
46,9,2026,Qtr 1,March,24,"$192,00","$192,00"
46,10,2026,Qtr 1,March,31,"$192,00","$192,00"
46,11,2026,Qtr 2,April,7,"$192,00","$192,00"
46,12,2026,Qtr 2,April,14,"$192,00","$192,00"
46,13,2026,Qtr 2,April,21,"$192,00","$192,00"
46,14,2026,Qtr 2,April,28,"$192,00","$192,00"
46,15,2026,Qtr 2,May,5,"$192,00","$192,00"
46,16,2026,Qtr 2,May,12,"$192,00","$0,00"
46,17,2026,Qtr 2,May,19,"$192,00","$0,00"
46,18,2026,Qtr 2,May,26,"$192,00","$0,00"
46,19,2026,Qtr 2,June,2,"$192,00","$0,00"
48,0,2025,Qtr 3,August,6,"$799,00","$799,00"
48,1,2025,Qtr 3,August,13,"$219,00","$219,00"
48,2,2025,Qtr 3,August,20,"$219,00","$219,00"
48,3,2025,Qtr 3,August,27,"$219,00","$219,00"
48,4,2025,Qtr 3,September,3,"$219,00","$219,00"
48,5,2025,Qtr 3,September,10,"$219,00","$219,00"
48,6,2025,Qtr 3,September,17,"$219,00","$219,00"
48,7,2025,Qtr 3,September,24,"$219,00","$219,00"
48,8,2025,Qtr 4,October,1,"$219,00","$219,00"
48,9,2025,Qtr 4,October,8,"$219,00","$219,00"
48,10,2025,Qtr 4,October,15,"$219,00","$219,00"
48,11,2025,Qtr 4,October,22,"$219,00","$219,00"
48,12,2025,Qtr 4,October,29,"$219,00","$219,00"
48,13,2025,Qtr 4,November,5,"$219,00","$219,00"
48,14,2025,Qtr 4,November,12,"$219,00","$219,00"
48,15,2025,Qtr 4,November,19,"$219,00","$219,00"
48,16,2025,Qtr 4,November,26,"$219,00","$219,00"
48,17,2025,Qtr 4,December,3,"$219,00","$219,00"
48,18,2025,Qtr 4,December,10,"$219,00","$219,00"
48,19,2025,Qtr 4,December,17,"$219,00","$219,00"
48,20,2025,Qtr 4,December,24,"$219,00","$219,00"
48,21,2025,Qtr 4,December,31,"$219,00","$219,00"
48,22,2026,Qtr 1,January,7,"$219,00","$219,00"
48,23,2026,Qtr 1,January,14,"$219,00","$219,00"
48,24,2026,Qtr 1,January,21,"$219,00","$219,00"
48,25,2026,Qtr 1,January,28,"$219,00","$0,00"
48,26,2026,Qtr 1,February,4,"$219,00","$0,00"
59,0,2026,Qtr 1,January,24,"$999,00","$999,00"
59,1,2026,Qtr 1,January,31,"$230,00","$230,00"
59,2,2026,Qtr 1,February,7,"$230,00","$460,00"
59,3,2026,Qtr 1,February,14,"$230,00","$230,00"
59,4,2026,Qtr 1,February,21,"$230,00","$230,00"
59,5,2026,Qtr 1,February,28,"$230,00","$230,00"
59,6,2026,Qtr 1,March,7,"$230,00","$230,00"
59,7,2026,Qtr 1,March,14,"$230,00","$0,00"
59,8,2026,Qtr 1,March,21,"$230,00","$0,00"
59,9,2026,Qtr 1,March,28,"$230,00","$0,00"
59,10,2026,Qtr 2,April,4,"$230,00","$0,00"
59,11,2026,Qtr 2,April,11,"$230,00","$0,00"
59,12,2026,Qtr 2,April,18,"$230,00","$0,00"
59,13,2026,Qtr 2,April,25,"$230,00","$0,00"
59,14,2026,Qtr 2,May,2,"$230,00","$0,00"
59,15,2026,Qtr 2,May,9,"$230,00","$0,00"
59,16,2026,Qtr 2,May,16,"$230,00","$0,00"
59,17,2026,Qtr 2,May,23,"$230,00","$0,00"
59,18,2026,Qtr 2,May,30,"$230,00","$0,00"
61,0,2026,Qtr 1,January,24,"$1249,00","$1249,00"
61,1,2026,Qtr 1,January,31,"$455,00","$455,00"
61,2,2026,Qtr 1,February,7,"$455,00","$455,00"
61,3,2026,Qtr 1,February,14,"$455,00","$455,00"
61,4,2026,Qtr 1,February,21,"$455,00","$455,00"
61,5,2026,Qtr 1,February,28,"$455,00","$455,00"
61,6,2026,Qtr 1,March,7,"$455,00","$455,00"
61,7,2026,Qtr 1,March,14,"$455,00","$455,00"
61,8,2026,Qtr 1,March,21,"$455,00","$455,00"
61,9,2026,Qtr 1,March,28,"$455,00","$455,00"
61,10,2026,Qtr 2,April,4,"$455,00","$455,00"
61,11,2026,Qtr 2,April,11,"$455,00","$455,00"
61,12,2026,Qtr 2,April,18,"$455,00","$500,00"
61,13,2026,Qtr 2,April,25,"$455,00","$455,00"
61,14,2026,Qtr 2,May,2,"$455,00","$455,00"
61,15,2026,Qtr 2,May,9,"$455,00","$455,00"
64,0,2025,Qtr 4,December,28,"$0,00","$0,00"
64,1,2026,Qtr 1,January,4,"$347,87","$347,87"
64,2,2026,Qtr 1,January,11,"$347,87","$347,87"
64,3,2026,Qtr 1,January,18,"$347,87","$347,87"
64,4,2026,Qtr 1,January,25,"$347,87","$0,00"
64,5,2026,Qtr 1,February,1,"$347,87","$0,00"
64,6,2026,Qtr 1,February,8,"$347,87","$0,00"
64,7,2026,Qtr 1,February,15,"$347,87","$0,00"
64,8,2026,Qtr 1,February,22,"$347,87","$0,00"
64,9,2026,Qtr 1,March,1,"$347,87","$0,00"
64,10,2026,Qtr 1,March,8,"$347,87","$0,00"
64,11,2026,Qtr 1,March,15,"$347,87","$0,00"
64,12,2026,Qtr 1,March,22,"$347,87","$0,00"
64,13,2026,Qtr 1,March,29,"$347,87","$0,00"
64,14,2026,Qtr 2,April,5,"$347,87","$0,00"
64,15,2026,Qtr 2,April,12,"$347,87","$0,00"
64,16,2026,Qtr 2,April,19,"$347,87","$0,00"
64,17,2026,Qtr 2,April,26,"$347,87","$0,00"
64,18,2026,Qtr 2,May,3,"$347,87","$0,00"
64,19,2026,Qtr 2,May,10,"$347,87","$0,00"
64,20,2026,Qtr 2,May,17,"$347,87","$0,00"
64,21,2026,Qtr 2,May,24,"$347,87","$0,00"
64,22,2026,Qtr 2,May,31,"$347,87","$0,00"
66,0,2025,Qtr 4,December,28,"$799,00","$799,00"
66,1,2026,Qtr 1,January,4,"$302,22","$302,22"
66,2,2026,Qtr 1,January,11,"$302,22","$302,22"
66,3,2026,Qtr 1,January,18,"$302,22","$302,22"
66,4,2026,Qtr 1,January,25,"$302,22","$0,00"
66,5,2026,Qtr 1,February,1,"$302,22","$0,00"
66,6,2026,Qtr 1,February,8,"$302,22","$0,00"
66,7,2026,Qtr 1,February,15,"$302,22","$0,00"
66,8,2026,Qtr 1,February,22,"$302,22","$0,00"
66,9,2026,Qtr 1,March,1,"$302,22","$0,00"
66,10,2026,Qtr 1,March,8,"$302,22","$0,00"
66,11,2026,Qtr 1,March,15,"$302,22","$0,00"
66,12,2026,Qtr 1,March,22,"$302,22","$0,00"
66,13,2026,Qtr 1,March,29,"$302,22","$0,00"
66,14,2026,Qtr 2,April,5,"$302,22","$0,00"
66,15,2026,Qtr 2,April,12,"$302,22","$0,00"
66,16,2026,Qtr 2,April,19,"$302,22","$0,00"
66,17,2026,Qtr 2,April,26,"$302,22","$0,00"
66,18,2026,Qtr 2,May,3,"$302,22","$0,00"
69,0,2025,Qtr 4,December,4,"$624,00","$624,00"
69,1,2025,Qtr 4,December,11,"$204,59","$204,59"
69,2,2025,Qtr 4,December,18,"$204,59","$204,59"
69,3,2025,Qtr 4,December,25,"$204,59","$204,59"
69,4,2026,Qtr 1,January,1,"$204,59","$204,59"
69,5,2026,Qtr 1,January,8,"$204,59","$204,59"
69,6,2026,Qtr 1,January,15,"$204,59","$204,59"
69,7,2026,Qtr 1,January,22,"$204,59","$204,59"
69,8,2026,Qtr 1,January,29,"$204,59","$0,00"
69,9,2026,Qtr 1,February,5,"$204,59","$0,00"
69,10,2026,Qtr 1,February,12,"$204,59","$0,00"
69,11,2026,Qtr 1,February,19,"$204,59","$0,00"
69,12,2026,Qtr 1,February,26,"$204,59","$0,00"
69,13,2026,Qtr 1,March,5,"$204,59","$0,00"
69,14,2026,Qtr 1,March,12,"$204,59","$0,00"
69,15,2026,Qtr 1,March,19,"$204,59","$0,00"
69,16,2026,Qtr 1,March,26,"$204,59","$0,00"
69,17,2026,Qtr 2,April,2,"$204,59","$0,00"
69,18,2026,Qtr 2,April,9,"$204,59","$0,00"
69,19,2026,Qtr 2,April,16,"$204,59","$0,00"
69,20,2026,Qtr 2,April,23,"$204,59","$0,00"
69,21,2026,Qtr 2,April,30,"$204,59","$0,00"
69,22,2026,Qtr 2,May,7,"$204,59","$0,00"
69,23,2026,Qtr 2,May,14,"$204,59","$0,00"
69,24,2026,Qtr 2,May,21,"$204,59","$0,00"
69,25,2026,Qtr 2,May,28,"$204,59","$0,00"
71,0,2025,Qtr 4,December,14,"$0,00","$0,00"
71,1,2025,Qtr 4,December,21,"$676,86","$676,86"
71,2,2025,Qtr 4,December,28,"$676,86","$676,86"
71,3,2026,Qtr 1,January,4,"$676,86","$676,86"
71,4,2026,Qtr 1,January,11,"$676,86","$676,86"
71,5,2026,Qtr 1,January,18,"$676,86","$676,86"
71,6,2026,Qtr 1,January,25,"$676,86","$676,86"
71,7,2026,Qtr 1,February,1,"$676,86","$0,00"
71,8,2026,Qtr 1,February,8,"$676,86","$0,00"
71,9,2026,Qtr 1,February,15,"$676,86","$0,00"
71,10,2026,Qtr 1,February,22,"$676,86","$0,00"
71,11,2026,Qtr 1,March,1,"$676,86","$0,00"
71,12,2026,Qtr 1,March,8,"$676,86","$0,00"
71,13,2026,Qtr 1,March,15,"$676,86","$0,00"
71,14,2026,Qtr 1,March,22,"$676,86","$0,00"
71,15,2026,Qtr 1,March,29,"$676,86","$0,00"
71,16,2026,Qtr 2,April,5,"$676,86","$0,00"
71,17,2026,Qtr 2,April,12,"$676,86","$0,00"
71,18,2026,Qtr 2,April,19,"$676,86","$0,00"
71,19,2026,Qtr 2,April,26,"$676,86","$0,00"
71,20,2026,Qtr 2,May,3,"$676,86","$0,00"
71,21,2026,Qtr 2,May,10,"$676,86","$0,00"
71,22,2026,Qtr 2,May,17,"$676,86","$0,00"
71,23,2026,Qtr 2,May,24,"$676,86","$0,00"
71,24,2026,Qtr 2,May,31,"$676,86","$0,00"
72,0,2025,Qtr 4,December,2,"$1249,00","$1249,00"
72,1,2025,Qtr 4,December,9,"$255,00","$255,00"
72,2,2025,Qtr 4,December,16,"$255,00","$255,00"
72,3,2025,Qtr 4,December,23,"$255,00","$255,00"
72,4,2025,Qtr 4,December,30,"$255,00","$255,00"
72,5,2026,Qtr 1,January,6,"$255,00","$255,00"
72,6,2026,Qtr 1,January,13,"$255,00","$255,00"
72,7,2026,Qtr 1,January,20,"$255,00","$255,00"
72,8,2026,Qtr 1,January,27,"$255,00","$0,00"
72,9,2026,Qtr 1,February,3,"$255,00","$0,00"
72,10,2026,Qtr 1,February,10,"$255,00","$0,00"
72,11,2026,Qtr 1,February,17,"$255,00","$0,00"
72,12,2026,Qtr 1,February,24,"$255,00","$0,00"
72,13,2026,Qtr 1,March,3,"$255,00","$0,00"
72,14,2026,Qtr 1,March,10,"$255,00","$0,00"
72,15,2026,Qtr 1,March,17,"$255,00","$0,00"
72,16,2026,Qtr 1,March,24,"$255,00","$0,00"
72,17,2026,Qtr 1,March,31,"$255,00","$0,00"
72,18,2026,Qtr 2,April,7,"$255,00","$0,00"
72,19,2026,Qtr 2,April,14,"$255,00","$0,00"
72,20,2026,Qtr 2,April,21,"$255,00","$0,00"
72,21,2026,Qtr 2,April,28,"$255,00","$0,00"
72,22,2026,Qtr 2,May,5,"$255,00","$0,00"
72,23,2026,Qtr 2,May,12,"$255,00","$0,00"
72,24,2026,Qtr 2,May,19,"$255,00","$0,00"
72,25,2026,Qtr 2,May,26,"$255,00","$0,00"
72,26,2026,Qtr 2,June,2,"$255,00","$0,00"
74,0,2025,Qtr 4,December,4,"$799,00","$799,00"
74,1,2025,Qtr 4,December,11,"$233,85","$233,85"
74,2,2025,Qtr 4,December,18,"$233,85","$233,85"
74,3,2025,Qtr 4,December,25,"$233,85","$233,85"
74,4,2026,Qtr 1,January,1,"$233,85","$233,85"
74,5,2026,Qtr 1,January,8,"$233,85","$233,85"
74,6,2026,Qtr 1,January,15,"$233,85","$233,85"
74,7,2026,Qtr 1,January,22,"$233,85","$0,00"
74,8,2026,Qtr 1,January,29,"$233,85","$0,00"
74,9,2026,Qtr 1,February,5,"$233,85","$0,00"
74,10,2026,Qtr 1,February,12,"$233,85","$0,00"
74,11,2026,Qtr 1,February,19,"$233,85","$0,00"
74,12,2026,Qtr 1,February,26,"$233,85","$0,00"
74,13,2026,Qtr 1,March,5,"$233,85","$0,00"
74,14,2026,Qtr 1,March,12,"$233,85","$0,00"
74,15,2026,Qtr 1,March,19,"$233,85","$0,00"
74,16,2026,Qtr 1,March,26,"$233,85","$0,00"
74,17,2026,Qtr 2,April,2,"$233,85","$0,00"
74,18,2026,Qtr 2,April,9,"$233,85","$0,00"
74,19,2026,Qtr 2,April,16,"$233,85","$0,00"
74,20,2026,Qtr 2,April,23,"$233,85","$0,00"
74,21,2026,Qtr 2,April,30,"$233,85","$0,00"
74,22,2026,Qtr 2,May,7,"$233,85","$0,00"
74,23,2026,Qtr 2,May,14,"$233,85","$0,00"
