folio,Suma de numeroPago,Year,Quarter,Month,Day,Suma de montoEsperado,Suma de montoRecibido
270,9,2026,Qtr 1,January,22,"$205,15","$205,15"
270,10,2026,Qtr 1,January,29,"$205,15","$0,00"
270,11,2026,Qtr 1,February,5,"$205,15","$0,00"
270,12,2026,Qtr 1,February,12,"$205,15","$0,00"
270,13,2026,Qtr 1,February,19,"$205,15","$0,00"
270,14,2026,Qtr 1,February,26,"$205,15","$0,00"
270,15,2026,Qtr 1,March,5,"$205,15","$0,00"
270,16,2026,Qtr 1,March,12,"$205,15","$0,00"
270,17,2026,Qtr 1,March,19,"$205,15","$0,00"
270,18,2026,Qtr 1,March,26,"$205,15","$0,00"
270,19,2026,Qtr 2,April,2,"$205,15","$0,00"
270,20,2026,Qtr 2,April,9,"$205,15","$0,00"
270,21,2026,Qtr 2,April,16,"$205,15","$0,00"
270,22,2026,Qtr 2,April,23,"$205,15","$0,00"
270,23,2026,Qtr 2,April,30,"$205,15","$0,00"
270,24,2026,Qtr 2,May,7,"$205,15","$0,00"
270,25,2026,Qtr 2,May,14,"$205,15","$0,00"
270,26,2026,Qtr 2,May,21,"$205,15","$0,00"
270,27,2026,Qtr 2,May,28,"$205,15","$0,00"
273,0,2025,Qtr 4,November,16,"$600,00","$599,90"
273,1,2025,Qtr 4,November,23,"$288,79","$288,79"
273,2,2025,Qtr 4,November,30,"$288,79","$288,79"
273,3,2025,Qtr 4,December,7,"$288,79","$288,79"
273,4,2025,Qtr 4,December,14,"$288,79","$288,79"
273,5,2025,Qtr 4,December,21,"$288,79","$288,79"
273,6,2025,Qtr 4,December,28,"$288,79","$288,79"
273,7,2026,Qtr 1,January,4,"$288,79","$288,79"
273,8,2026,Qtr 1,January,11,"$288,79","$288,79"
273,9,2026,Qtr 1,January,18,"$288,79","$288,79"
273,10,2026,Qtr 1,January,25,"$288,79","$0,00"
273,11,2026,Qtr 1,February,1,"$288,79","$0,00"
273,12,2026,Qtr 1,February,8,"$288,79","$0,00"
273,13,2026,Qtr 1,February,15,"$288,79","$0,00"
273,14,2026,Qtr 1,February,22,"$288,79","$0,00"
273,15,2026,Qtr 1,March,1,"$288,79","$0,00"
273,16,2026,Qtr 1,March,8,"$288,79","$0,00"
273,17,2026,Qtr 1,March,15,"$288,79","$0,00"
273,18,2026,Qtr 1,March,22,"$288,79","$0,00"
273,19,2026,Qtr 1,March,29,"$288,79","$0,00"
273,20,2026,Qtr 2,April,5,"$288,79","$0,00"
273,21,2026,Qtr 2,April,12,"$288,79","$0,00"
273,22,2026,Qtr 2,April,19,"$288,79","$0,00"
273,23,2026,Qtr 2,April,26,"$288,79","$0,00"
273,24,2026,Qtr 2,May,3,"$288,79","$0,00"
273,25,2026,Qtr 2,May,10,"$288,79","$0,00"
273,26,2026,Qtr 2,May,17,"$288,79","$0,00"
273,27,2026,Qtr 2,May,24,"$288,79","$0,00"
273,28,2026,Qtr 2,May,31,"$288,79","$0,00"
274,0,2025,Qtr 4,November,15,"$540,00","$539,90"
274,1,2025,Qtr 4,November,22,"$485,91","$485,91"
274,2,2025,Qtr 4,November,29,"$485,91","$485,91"
274,3,2025,Qtr 4,December,6,"$485,91","$485,91"
274,4,2025,Qtr 4,December,13,"$485,91","$485,91"
274,5,2025,Qtr 4,December,20,"$485,91","$485,91"
274,6,2025,Qtr 4,December,27,"$485,91","$485,91"
274,7,2026,Qtr 1,January,3,"$485,91","$485,91"
274,8,2026,Qtr 1,January,10,"$485,91","$485,91"
274,9,2026,Qtr 1,January,17,"$485,91","$485,91"
274,10,2026,Qtr 1,January,24,"$485,91","$0,00"
274,11,2026,Qtr 1,January,31,"$485,91","$0,00"
274,12,2026,Qtr 1,February,7,"$485,91","$0,00"
274,13,2026,Qtr 1,February,14,"$485,91","$0,00"
274,14,2026,Qtr 1,February,21,"$485,91","$0,00"
274,15,2026,Qtr 1,February,28,"$485,91","$0,00"
279,0,2025,Qtr 4,November,15,"$550,00","$550,00"
279,1,2025,Qtr 4,November,22,"$484,90","$484,90"
279,2,2025,Qtr 4,November,29,"$484,90","$484,90"
279,3,2025,Qtr 4,December,6,"$484,90","$484,90"
279,4,2025,Qtr 4,December,13,"$484,90","$484,90"
279,5,2025,Qtr 4,December,20,"$484,90","$484,90"
279,6,2025,Qtr 4,December,27,"$484,90","$484,90"
279,7,2026,Qtr 1,January,3,"$484,90","$484,90"
279,8,2026,Qtr 1,January,10,"$484,90","$484,90"
279,9,2026,Qtr 1,January,17,"$484,90","$484,90"
279,10,2026,Qtr 1,January,24,"$484,90","$0,00"
279,11,2026,Qtr 1,January,31,"$484,90","$0,00"
279,12,2026,Qtr 1,February,7,"$484,90","$0,00"
279,13,2026,Qtr 1,February,14,"$484,90","$0,00"
279,14,2026,Qtr 1,February,21,"$484,90","$0,00"
279,15,2026,Qtr 1,February,28,"$484,90","$0,00"
280,0,2025,Qtr 4,November,14,"$0,00","$0,00"
280,1,2025,Qtr 4,November,21,"$395,31","$395,31"
280,2,2025,Qtr 4,November,28,"$395,31","$395,31"
280,3,2025,Qtr 4,December,5,"$395,31","$395,31"
280,4,2025,Qtr 4,December,12,"$395,31","$395,31"
280,5,2025,Qtr 4,December,19,"$395,31","$395,31"
280,6,2025,Qtr 4,December,26,"$395,31","$395,31"
280,7,2026,Qtr 1,January,2,"$395,31","$395,31"
280,8,2026,Qtr 1,January,9,"$395,31","$395,31"
280,9,2026,Qtr 1,January,16,"$395,31","$395,31"
280,10,2026,Qtr 1,January,23,"$395,31","$395,31"
280,11,2026,Qtr 1,January,30,"$395,31","$0,00"
280,12,2026,Qtr 1,February,6,"$395,31","$0,00"
280,13,2026,Qtr 1,February,13,"$395,31","$0,00"
280,14,2026,Qtr 1,February,20,"$395,31","$0,00"
280,15,2026,Qtr 1,February,27,"$395,31","$0,00"
280,16,2026,Qtr 1,March,6,"$395,31","$0,00"
280,17,2026,Qtr 1,March,13,"$395,31","$0,00"
280,18,2026,Qtr 1,March,20,"$395,31","$0,00"
280,19,2026,Qtr 1,March,27,"$395,31","$0,00"
280,20,2026,Qtr 2,April,3,"$395,31","$0,00"
280,21,2026,Qtr 2,April,10,"$395,31","$0,00"
280,22,2026,Qtr 2,April,17,"$395,31","$0,00"
280,23,2026,Qtr 2,April,24,"$395,31","$0,00"
280,24,2026,Qtr 2,May,1,"$395,31","$0,00"
280,25,2026,Qtr 2,May,8,"$395,31","$0,00"
280,26,2026,Qtr 2,May,15,"$395,31","$0,00"
280,27,2026,Qtr 2,May,22,"$395,31","$0,00"
280,28,2026,Qtr 2,May,29,"$395,31","$0,00"
283,0,2025,Qtr 4,November,15,"$360,00","$360,00"
283,1,2025,Qtr 4,November,22,"$194,64","$194,64"
283,2,2025,Qtr 4,November,29,"$194,64","$194,64"
283,3,2025,Qtr 4,December,6,"$194,64","$194,64"
283,4,2025,Qtr 4,December,13,"$194,64","$194,64"
283,5,2025,Qtr 4,December,20,"$194,64","$194,64"
283,6,2025,Qtr 4,December,27,"$194,64","$194,64"
283,7,2026,Qtr 1,January,3,"$194,64","$194,64"
283,8,2026,Qtr 1,January,10,"$194,64","$194,64"
283,9,2026,Qtr 1,January,17,"$194,64","$194,64"
283,10,2026,Qtr 1,January,24,"$194,64","$0,00"
283,11,2026,Qtr 1,January,31,"$194,64","$0,00"
283,12,2026,Qtr 1,February,7,"$194,64","$0,00"
283,13,2026,Qtr 1,February,14,"$194,64","$0,00"
283,14,2026,Qtr 1,February,21,"$194,64","$0,00"
283,15,2026,Qtr 1,February,28,"$194,64","$0,00"
283,16,2026,Qtr 1,March,7,"$194,64","$0,00"
283,17,2026,Qtr 1,March,14,"$194,64","$0,00"
283,18,2026,Qtr 1,March,21,"$194,64","$0,00"
283,19,2026,Qtr 1,March,28,"$194,64","$0,00"
283,20,2026,Qtr 2,April,4,"$194,64","$0,00"
283,21,2026,Qtr 2,April,11,"$194,64","$0,00"
283,22,2026,Qtr 2,April,18,"$194,64","$0,00"
283,23,2026,Qtr 2,April,25,"$194,64","$0,00"
283,24,2026,Qtr 2,May,2,"$194,64","$0,00"
283,25,2026,Qtr 2,May,9,"$194,64","$0,00"
283,26,2026,Qtr 2,May,16,"$194,64","$0,00"
283,27,2026,Qtr 2,May,23,"$194,64","$0,00"
283,28,2026,Qtr 2,May,30,"$194,64","$0,00"
286,0,2025,Qtr 4,November,15,"$910,00","$909,90"
286,1,2025,Qtr 4,November,22,"$438,02","$438,02"
286,2,2025,Qtr 4,November,29,"$438,02","$438,02"
286,3,2025,Qtr 4,December,6,"$438,02","$438,02"
286,4,2025,Qtr 4,December,13,"$438,02","$438,02"
286,5,2025,Qtr 4,December,20,"$438,02","$438,02"
286,6,2025,Qtr 4,December,27,"$438,02","$438,02"
286,7,2026,Qtr 1,January,3,"$438,02","$438,02"
286,8,2026,Qtr 1,January,10,"$438,02","$438,02"
286,9,2026,Qtr 1,January,17,"$438,02","$438,02"
286,10,2026,Qtr 1,January,24,"$438,02","$0,00"
286,11,2026,Qtr 1,January,31,"$438,02","$0,00"
286,12,2026,Qtr 1,February,7,"$438,02","$0,00"
286,13,2026,Qtr 1,February,14,"$438,02","$0,00"
286,14,2026,Qtr 1,February,21,"$438,02","$0,00"
286,15,2026,Qtr 1,February,28,"$438,02","$0,00"
286,16,2026,Qtr 1,March,7,"$438,02","$0,00"
286,17,2026,Qtr 1,March,14,"$438,02","$0,00"
286,18,2026,Qtr 1,March,21,"$438,02","$0,00"
286,19,2026,Qtr 1,March,28,"$438,02","$0,00"
286,20,2026,Qtr 2,April,4,"$438,02","$0,00"
286,21,2026,Qtr 2,April,11,"$438,02","$0,00"
286,22,2026,Qtr 2,April,18,"$438,02","$0,00"
286,23,2026,Qtr 2,April,25,"$438,02","$0,00"
286,24,2026,Qtr 2,May,2,"$438,02","$0,00"
286,25,2026,Qtr 2,May,9,"$438,02","$0,00"
286,26,2026,Qtr 2,May,16,"$438,02","$0,00"
286,27,2026,Qtr 2,May,23,"$438,02","$0,00"
286,28,2026,Qtr 2,May,30,"$438,02","$0,00"
289,0,2025,Qtr 4,October,31,"$799,00","$799,00"
289,1,2025,Qtr 4,November,7,"$300,00","$300,00"
289,2,2025,Qtr 4,November,14,"$300,00","$300,00"
289,3,2025,Qtr 4,November,21,"$300,00","$300,00"
289,4,2025,Qtr 4,November,28,"$300,00","$300,00"
289,5,2025,Qtr 4,December,5,"$300,00","$300,00"
289,6,2025,Qtr 4,December,12,"$300,00","$300,00"
289,7,2025,Qtr 4,December,19,"$300,00","$300,00"
289,8,2025,Qtr 4,December,26,"$300,00","$300,00"
289,9,2026,Qtr 1,January,2,"$300,00","$300,00"
289,10,2026,Qtr 1,January,9,"$300,00","$300,00"
289,11,2026,Qtr 1,January,16,"$300,00","$300,00"
289,12,2026,Qtr 1,January,23,"$300,00","$300,00"
289,13,2026,Qtr 1,January,30,"$300,00","$0,00"
289,14,2026,Qtr 1,February,6,"$300,00","$0,00"
289,15,2026,Qtr 1,February,13,"$300,00","$0,00"
290,0,2025,Qtr 4,October,28,"$1249,00","$1249,00"
290,1,2025,Qtr 4,November,4,"$303,27","$303,27"
290,2,2025,Qtr 4,November,11,"$303,27","$303,27"
290,3,2025,Qtr 4,November,18,"$303,27","$303,27"
290,4,2025,Qtr 4,November,25,"$303,27","$303,27"
290,5,2025,Qtr 4,December,2,"$303,27","$303,27"
290,6,2025,Qtr 4,December,9,"$303,27","$303,27"
290,7,2025,Qtr 4,December,16,"$303,27","$303,27"
290,8,2025,Qtr 4,December,23,"$303,27","$303,27"
290,9,2025,Qtr 4,December,30,"$303,27","$303,27"
290,10,2026,Qtr 1,January,6,"$303,27","$303,27"
290,11,2026,Qtr 1,January,13,"$303,27","$303,27"
290,12,2026,Qtr 1,January,20,"$303,27","$303,27"
290,13,2026,Qtr 1,January,27,"$303,27","$0,00"
290,14,2026,Qtr 1,February,3,"$303,27","$0,00"
290,15,2026,Qtr 1,February,10,"$303,27","$0,00"
290,16,2026,Qtr 1,February,17,"$303,27","$0,00"
290,17,2026,Qtr 1,February,24,"$303,27","$0,00"
290,18,2026,Qtr 1,March,3,"$303,27","$0,00"
290,19,2026,Qtr 1,March,10,"$303,27","$0,00"
290,20,2026,Qtr 1,March,17,"$303,27","$0,00"
290,21,2026,Qtr 1,March,24,"$303,27","$0,00"
290,22,2026,Qtr 1,March,31,"$303,27","$0,00"
290,23,2026,Qtr 2,April,7,"$303,27","$0,00"
290,24,2026,Qtr 2,April,14,"$303,27","$0,00"
290,25,2026,Qtr 2,April,21,"$303,27","$0,00"
290,26,2026,Qtr 2,April,28,"$303,27","$0,00"
291,0,2025,Qtr 4,October,29,"$799,00","$799,00"
291,1,2025,Qtr 4,November,5,"$180,00","$180,00"
291,2,2025,Qtr 4,November,12,"$180,00","$180,00"
291,3,2025,Qtr 4,November,19,"$180,00","$180,00"
291,4,2025,Qtr 4,November,26,"$180,00","$180,00"
291,5,2025,Qtr 4,December,3,"$180,00","$180,00"
291,6,2025,Qtr 4,December,10,"$180,00","$180,00"
291,7,2025,Qtr 4,December,17,"$180,00","$180,00"
291,8,2025,Qtr 4,December,24,"$180,00","$180,00"
291,9,2025,Qtr 4,December,31,"$180,00","$180,00"
291,10,2026,Qtr 1,January,7,"$180,00","$180,00"
291,11,2026,Qtr 1,January,14,"$180,00","$180,00"
291,12,2026,Qtr 1,January,21,"$180,00","$180,00"
291,13,2026,Qtr 1,January,28,"$180,00","$0,00"
291,14,2026,Qtr 1,February,4,"$180,00","$0,00"
291,15,2026,Qtr 1,February,11,"$180,00","$0,00"
291,16,2026,Qtr 1,February,18,"$180,00","$0,00"
291,17,2026,Qtr 1,February,25,"$180,00","$0,00"
291,18,2026,Qtr 1,March,4,"$180,00","$0,00"
291,19,2026,Qtr 1,March,11,"$180,00","$0,00"
291,20,2026,Qtr 1,March,18,"$180,00","$0,00"
291,21,2026,Qtr 1,March,25,"$180,00","$0,00"
291,22,2026,Qtr 2,April,1,"$180,00","$0,00"
291,23,2026,Qtr 2,April,8,"$180,00","$0,00"
291,24,2026,Qtr 2,April,15,"$180,00","$0,00"
291,25,2026,Qtr 2,April,22,"$180,00","$0,00"
291,26,2026,Qtr 2,April,29,"$180,00","$0,00"
291,27,2026,Qtr 2,May,6,"$180,00","$0,00"
291,28,2026,Qtr 2,May,13,"$180,00","$0,00"
291,29,2026,Qtr 2,May,20,"$180,00","$0,00"
291,30,2026,Qtr 2,May,27,"$180,00","$0,00"
291,31,2026,Qtr 2,June,3,"$180,00","$0,00"
293,0,2025,Qtr 4,October,31,"$799,00","$799,00"
293,1,2025,Qtr 4,November,7,"$160,47","$160,47"
293,2,2025,Qtr 4,November,14,"$160,47","$160,47"
293,3,2025,Qtr 4,November,21,"$160,47","$160,47"
293,4,2025,Qtr 4,November,28,"$160,47","$160,47"
293,5,2025,Qtr 4,December,5,"$160,47","$160,47"
293,6,2025,Qtr 4,December,12,"$160,47","$160,47"
293,7,2025,Qtr 4,December,19,"$160,47","$160,47"
293,8,2025,Qtr 4,December,26,"$160,47","$160,47"
293,9,2026,Qtr 1,January,2,"$160,47","$160,47"
293,10,2026,Qtr 1,January,9,"$160,47","$160,47"
293,11,2026,Qtr 1,January,16,"$160,47","$160,47"
293,12,2026,Qtr 1,January,23,"$160,47","$160,47"
293,13,2026,Qtr 1,January,30,"$160,47","$0,00"
293,14,2026,Qtr 1,February,6,"$160,47","$0,00"
293,15,2026,Qtr 1,February,13,"$160,47","$0,00"
293,16,2026,Qtr 1,February,20,"$160,47","$0,00"
293,17,2026,Qtr 1,February,27,"$160,47","$0,00"
293,18,2026,Qtr 1,March,6,"$160,47","$0,00"
293,19,2026,Qtr 1,March,13,"$160,47","$0,00"
293,20,2026,Qtr 1,March,20,"$160,47","$0,00"
293,21,2026,Qtr 1,March,27,"$160,47","$0,00"
293,22,2026,Qtr 2,April,3,"$160,47","$0,00"
293,23,2026,Qtr 2,April,10,"$160,47","$0,00"
293,24,2026,Qtr 2,April,17,"$160,47","$0,00"
293,25,2026,Qtr 2,April,24,"$160,47","$0,00"
293,26,2026,Qtr 2,May,1,"$160,47","$0,00"
293,27,2026,Qtr 2,May,8,"$160,47","$0,00"
293,28,2026,Qtr 2,May,15,"$160,47","$0,00"
293,29,2026,Qtr 2,May,22,"$160,47","$0,00"
293,30,2026,Qtr 2,May,29,"$160,47","$0,00"
295,0,2025,Qtr 4,October,7,"$799,00","$799,00"
295,1,2025,Qtr 4,October,14,"$300,00","$300,00"
295,2,2025,Qtr 4,October,21,"$300,00","$300,00"
295,3,2025,Qtr 4,October,28,"$300,00","$300,00"
295,4,2025,Qtr 4,November,4,"$300,00","$300,00"
295,5,2025,Qtr 4,November,11,"$300,00","$300,00"
295,6,2025,Qtr 4,November,18,"$300,00","$300,00"
295,7,2025,Qtr 4,November,25,"$300,00","$300,00"
295,8,2025,Qtr 4,December,2,"$300,00","$300,00"
295,9,2025,Qtr 4,December,9,"$300,00","$300,00"
295,10,2025,Qtr 4,December,16,"$300,00","$300,00"
295,11,2025,Qtr 4,December,23,"$300,00","$300,00"
295,12,2025,Qtr 4,December,30,"$300,00","$300,00"
295,13,2026,Qtr 1,January,6,"$300,00","$300,00"
295,14,2026,Qtr 1,January,13,"$300,00","$300,00"
295,15,2026,Qtr 1,January,20,"$300,00","$300,00"
296,0,2025,Qtr 4,October,8,"$799,00","$799,00"
296,1,2025,Qtr 4,October,15,"$192,00","$192,00"
296,2,2025,Qtr 4,October,22,"$192,00","$192,00"
296,3,2025,Qtr 4,October,29,"$192,00","$192,00"
296,4,2025,Qtr 4,November,5,"$192,00","$192,00"
296,5,2025,Qtr 4,November,12,"$192,00","$192,00"
296,6,2025,Qtr 4,November,19,"$192,00","$192,00"
296,7,2025,Qtr 4,November,26,"$192,00","$192,00"
296,8,2025,Qtr 4,December,3,"$192,00","$192,00"
296,9,2025,Qtr 4,December,10,"$192,00","$192,00"
296,10,2025,Qtr 4,December,17,"$192,00","$192,00"
296,11,2025,Qtr 4,December,24,"$192,00","$192,00"
296,12,2025,Qtr 4,December,31,"$192,00","$192,00"
296,13,2026,Qtr 1,January,7,"$192,00","$192,00"
296,14,2026,Qtr 1,January,14,"$192,00","$192,00"
296,15,2026,Qtr 1,January,21,"$192,00","$192,00"
296,16,2026,Qtr 1,January,28,"$192,00","$0,00"
296,17,2026,Qtr 1,February,4,"$192,00","$0,00"
296,18,2026,Qtr 1,February,11,"$192,00","$0,00"
296,19,2026,Qtr 1,February,18,"$192,00","$0,00"
296,20,2026,Qtr 1,February,25,"$192,00","$0,00"
296,21,2026,Qtr 1,March,4,"$192,00","$0,00"
296,22,2026,Qtr 1,March,11,"$192,00","$0,00"
296,23,2026,Qtr 1,March,18,"$192,00","$0,00"
296,24,2026,Qtr 1,March,25,"$192,00","$0,00"
296,25,2026,Qtr 2,April,1,"$192,00","$0,00"
296,26,2026,Qtr 2,April,8,"$192,00","$0,00"
296,27,2026,Qtr 2,April,15,"$192,00","$0,00"
296,28,2026,Qtr 2,April,22,"$192,00","$0,00"
296,29,2026,Qtr 2,April,29,"$192,00","$0,00"
296,30,2026,Qtr 2,May,6,"$192,00","$0,00"
296,31,2026,Qtr 2,May,13,"$192,00","$0,00"
296,32,2026,Qtr 2,May,20,"$192,00","$0,00"
296,33,2026,Qtr 2,May,27,"$192,00","$0,00"
296,34,2026,Qtr 2,June,3,"$192,00","$0,00"
299,0,2025,Qtr 3,September,30,"$400,00","$399,50"
299,1,2025,Qtr 4,October,7,"$160,26","$160,26"
299,2,2025,Qtr 4,October,14,"$160,26","$160,26"
299,3,2025,Qtr 4,October,21,"$160,26","$160,26"
299,4,2025,Qtr 4,October,28,"$160,26","$160,26"
299,5,2025,Qtr 4,November,4,"$160,26","$160,26"
299,6,2025,Qtr 4,November,11,"$160,26","$160,26"
299,7,2025,Qtr 4,November,18,"$160,26","$160,26"
299,8,2025,Qtr 4,November,25,"$160,26","$160,26"
299,9,2025,Qtr 4,December,2,"$160,26","$160,26"
299,10,2025,Qtr 4,December,9,"$160,26","$160,26"
299,11,2025,Qtr 4,December,16,"$160,26","$160,26"
299,12,2025,Qtr 4,December,23,"$160,26","$160,26"
299,13,2025,Qtr 4,December,30,"$160,26","$160,26"
299,14,2026,Qtr 1,January,6,"$160,26","$160,26"
299,15,2026,Qtr 1,January,13,"$160,26","$160,26"
299,16,2026,Qtr 1,January,20,"$160,26","$160,26"
299,17,2026,Qtr 1,January,27,"$160,26","$0,00"
299,18,2026,Qtr 1,February,3,"$160,26","$0,00"
299,19,2026,Qtr 1,February,10,"$160,26","$0,00"
299,20,2026,Qtr 1,February,17,"$160,26","$0,00"
299,21,2026,Qtr 1,February,24,"$160,26","$0,00"
299,22,2026,Qtr 1,March,3,"$160,26","$0,00"
299,23,2026,Qtr 1,March,10,"$160,26","$0,00"
299,24,2026,Qtr 1,March,17,"$160,26","$0,00"
299,25,2026,Qtr 1,March,24,"$160,26","$0,00"
299,26,2026,Qtr 1,March,31,"$160,26","$0,00"
299,27,2026,Qtr 2,April,7,"$160,26","$0,00"
299,28,2026,Qtr 2,April,14,"$160,26","$0,00"
299,29,2026,Qtr 2,April,21,"$160,26","$0,00"
299,30,2026,Qtr 2,April,28,"$160,26","$0,00"
299,31,2026,Qtr 2,May,5,"$160,26","$0,00"
299,32,2026,Qtr 2,May,12,"$160,26","$0,00"
299,33,2026,Qtr 2,May,19,"$160,26","$0,00"
299,34,2026,Qtr 2,May,26,"$160,26","$0,00"
299,35,2026,Qtr 2,June,2,"$160,26","$0,00"
300,0,2025,Qtr 3,August,26,"$999,00","$999,00"
300,1,2025,Qtr 3,September,2,"$310,00","$310,00"
300,2,2025,Qtr 3,September,9,"$310,00","$310,00"
300,3,2025,Qtr 3,September,16,"$310,00","$310,00"
300,4,2025,Qtr 3,September,23,"$310,00","$310,00"
300,5,2025,Qtr 3,September,30,"$310,00","$310,00"
300,6,2025,Qtr 4,October,7,"$310,00","$310,00"
300,7,2025,Qtr 4,October,14,"$310,00","$310,00"
300,8,2025,Qtr 4,October,21,"$310,00","$310,00"
300,9,2025,Qtr 4,October,28,"$310,00","$310,00"
300,10,2025,Qtr 4,November,4,"$310,00","$310,00"
300,11,2025,Qtr 4,November,11,"$310,00","$310,00"
300,12,2025,Qtr 4,November,18,"$310,00","$310,00"
300,13,2025,Qtr 4,November,25,"$310,00","$310,00"
300,14,2025,Qtr 4,December,2,"$310,00","$310,00"
300,15,2025,Qtr 4,December,9,"$310,00","$310,00"
302,0,2025,Qtr 3,August,1,"$799,00","$799,00"
302,1,2025,Qtr 3,August,8,"$300,00","$300,00"
302,2,2025,Qtr 3,August,15,"$300,00","$300,00"
302,3,2025,Qtr 3,August,22,"$300,00","$300,00"
302,4,2025,Qtr 3,August,29,"$300,00","$300,00"
302,5,2025,Qtr 3,September,5,"$300,00","$300,00"
302,6,2025,Qtr 3,September,12,"$300,00","$300,00"
302,7,2025,Qtr 3,September,19,"$300,00","$300,00"
302,8,2025,Qtr 3,September,26,"$300,00","$300,00"
302,9,2025,Qtr 4,October,3,"$300,00","$300,00"
302,10,2025,Qtr 4,October,10,"$300,00","$300,00"
302,11,2025,Qtr 4,October,17,"$300,00","$300,00"
302,12,2025,Qtr 4,October,24,"$300,00","$300,00"
302,13,2025,Qtr 4,October,31,"$300,00","$300,00"
302,14,2025,Qtr 4,November,7,"$300,00","$300,00"
302,15,2025,Qtr 4,November,14,"$300,00","$300,00"
303,0,2025,Qtr 3,July,20,"$1249,00","$1249,00"
303,1,2025,Qtr 3,July,27,"$354,42","$354,42"
303,2,2025,Qtr 3,August,3,"$354,42","$354,42"
303,3,2025,Qtr 3,August,10,"$354,42","$354,42"
303,4,2025,Qtr 3,August,17,"$354,42","$354,42"
303,5,2025,Qtr 3,August,24,"$354,42","$354,42"
303,6,2025,Qtr 3,August,31,"$354,42","$354,42"
303,7,2025,Qtr 3,September,7,"$354,42","$354,42"
303,8,2025,Qtr 3,September,14,"$354,42","$354,42"
303,9,2025,Qtr 3,September,21,"$354,42","$354,42"
303,10,2025,Qtr 3,September,28,"$354,42","$354,42"
303,11,2025,Qtr 4,October,5,"$354,42","$354,42"
303,12,2025,Qtr 4,October,12,"$354,42","$354,42"
303,13,2025,Qtr 4,October,19,"$354,42","$354,42"
303,14,2025,Qtr 4,October,26,"$354,42","$354,42"
303,15,2025,Qtr 4,November,2,"$354,42","$354,42"
303,16,2025,Qtr 4,November,9,"$354,42","$354,42"
303,17,2025,Qtr 4,November,16,"$354,42","$354,42"
303,18,2025,Qtr 4,November,23,"$354,42","$354,42"
303,19,2025,Qtr 4,November,30,"$354,42","$354,42"
303,20,2025,Qtr 4,December,7,"$354,42","$354,42"
303,21,2025,Qtr 4,December,14,"$354,42","$354,42"
303,22,2025,Qtr 4,December,21,"$354,42","$354,42"
303,23,2025,Qtr 4,December,28,"$354,42","$354,42"
303,24,2026,Qtr 1,January,4,"$354,42","$354,42"
303,25,2026,Qtr 1,January,11,"$354,42","$354,42"
303,26,2026,Qtr 1,January,18,"$354,42","$354,50"
304,0,2025,Qtr 3,July,6,"$999,00","$999,00"
304,1,2025,Qtr 3,July,13,"$430,00","$430,00"
304,2,2025,Qtr 3,July,20,"$430,00","$430,00"
304,3,2025,Qtr 3,July,27,"$430,00","$430,00"
304,4,2025,Qtr 3,August,3,"$430,00","$430,00"
304,5,2025,Qtr 3,August,10,"$430,00","$430,00"
304,6,2025,Qtr 3,August,17,"$430,00","$430,00"
304,7,2025,Qtr 3,August,24,"$430,00","$430,00"
304,8,2025,Qtr 3,August,31,"$430,00","$430,00"
304,9,2025,Qtr 3,September,7,"$430,00","$430,00"
304,10,2025,Qtr 3,September,14,"$430,00","$430,00"
304,11,2025,Qtr 3,September,21,"$430,00","$430,00"
304,12,2025,Qtr 3,September,28,"$430,00","$430,00"
304,13,2025,Qtr 4,October,5,"$430,00","$430,00"
304,14,2025,Qtr 4,October,12,"$430,00","$430,00"
304,15,2025,Qtr 4,October,19,"$430,00","$430,00"
305,0,2025,Qtr 2,May,31,"$624,00","$624,50"
305,1,2025,Qtr 2,June,7,"$282,84","$282,84"
305,2,2025,Qtr 2,June,14,"$282,84","$282,84"
305,3,2025,Qtr 2,June,21,"$282,84","$282,84"
305,4,2025,Qtr 2,June,28,"$282,84","$282,84"
305,5,2025,Qtr 3,July,5,"$282,84","$282,84"
305,6,2025,Qtr 3,July,12,"$282,84","$282,84"
305,7,2025,Qtr 3,July,19,"$282,84","$282,84"
305,8,2025,Qtr 3,July,26,"$282,84","$282,84"
305,9,2025,Qtr 3,August,2,"$282,84","$282,84"
305,10,2025,Qtr 3,August,9,"$282,84","$282,84"
305,11,2025,Qtr 3,August,16,"$282,84","$282,84"
305,12,2025,Qtr 3,August,23,"$282,84","$282,84"
305,13,2025,Qtr 3,August,30,"$282,84","$282,84"
305,14,2025,Qtr 3,September,6,"$282,84","$282,84"
305,15,2025,Qtr 3,September,13,"$282,84","$282,84"
305,16,2025,Qtr 3,September,20,"$282,84","$282,84"
305,17,2025,Qtr 3,September,27,"$282,84","$282,84"
305,18,2025,Qtr 4,October,4,"$282,84","$282,84"
305,19,2025,Qtr 4,October,11,"$282,84","$282,84"
305,20,2025,Qtr 4,October,18,"$282,84","$282,84"
305,21,2025,Qtr 4,October,25,"$282,84","$282,84"
305,22,2025,Qtr 4,November,1,"$282,84","$282,84"
305,23,2025,Qtr 4,November,8,"$282,84","$282,84"
305,24,2025,Qtr 4,November,15,"$282,84","$282,84"
305,25,2025,Qtr 4,November,22,"$282,84","$282,84"
305,26,2025,Qtr 4,November,29,"$282,84","$282,84"
305,27,2025,Qtr 4,December,6,"$282,84","$282,84"
305,28,2025,Qtr 4,December,13,"$282,84","$282,84"
