folio,pagoMontoEsperado,pagoMontoRecibido,montoFijadoPagado,montoEsperadoPagado,folio,precio,anticipo,semanal,total
586,10944.37,3522.3,10944.37,10944.37,44,5499.0,1249.0,227.33,11024.0
587,6996.02,2858.0,6996.02,4768.25,21,6999.0,624.5,318.75,6999.5
588,10889.0,3529.0,10889.0,10889.0,44,5299.0,999.0,230.0,10889.0
589,29686.9,8289.77,29686.9,29686.9,44,29680.0,0.0,690.23,29680.0
590,14782.759999999998,2456.76,14782.759999999998,14782.759999999998,44,9499.0,1499.0,316.28,15099.0
591,7022.419999999999,2294.44,7022.419999999999,3106.12,44,7029.7,0.0,163.48,7029.7
592,42229.049999999996,6890.0,42229.049999999996,10585.599999999999,81,42342.0,0.0,529.28,42342.0
593,7699.0199999999995,2403.7,7699.0199999999995,2724.64,44,3799.0,799.0,160.47,7699.02
594,17813.34,5952.65,17813.34,9899.15,44,8199.0,819.9,394.75,17793.94
595,7538.74,2898.5299999999997,7538.74,7217.8,44,3799.0,799.0,160.47,7699.0
596,10984.61,3750.63,10984.61,10984.61,44,5499.0,1250.0,227.33,11025.0
597,7661.69,1761.82,7661.69,7661.69,44,3799.0,799.0,160.47,7699.0
598,9588.44,3695.85,9588.44,6645.06,27,5999.0,0.0,369.17,9598.4
599,7985.03,3431.88,7985.03,5814.15,36,3999.0,399.9,216.57,7979.9
600,6827.75,3456.35,6827.75,6827.75,27,4099.0,799.0,241.15,7069.0
601,13335.619999999999,4057.6,13335.619999999999,9392.039999999999,44,6499.0,1250.0,280.76,13322.7
602,7099.0,799.0,7099.0,7099.0,36,3799.0,799.0,180.0,7099.0
603,11292.23,4097.34,11292.23,9306.6,44,6899.0,624.5,248.06,11291.15
604,6498.23,3868.99,6498.23,5402.83,27,3799.0,799.0,219.23,6499.0
605,5599.0,4319.0,5599.0,5599.0,16,3999.0,799.0,320.0,5599.0
606,5200.099999999999,1841.5,5200.099999999999,5200.099999999999,16,3799.0,1000.0,279.9,5198.5
607,15930.29,7825.8,15930.29,13611.300000000001,27,8799.0,879.9,578.7,15926.19
609,10016.57,1159.87,10016.57,3432.06,44,5999.0,250.0,227.29,10023.67
610,8215.43,2944.34,8215.43,4762.4400000000005,44,3799.0,399.0,181.81,8216.95
611,5598.94,3999.0,5598.94,5598.94,16,3999.0,799.0,320.0,5598.97
612,6877.65,4074.25,6877.65,5242.15,27,3999.0,799.0,233.85,6879.0
613,6300.0,720.0,6300.0,3420.0,36,3799.0,0.0,180.0,6300.0
614,7519.03,991.0,7519.03,1183.0,36,3999.0,799.0,192.0,7519.03
615,16848.34,7849.26,16848.34,14448.84,27,10999.0,1249.5,599.97,16848.7
617,10839.5,5471.0599999999995,10839.5,10072.34,27,6499.0,1250.0,383.58,11223.1
618,14188.52,3906.56,14188.52,9618.86,36,8938.0,860.0,380.82,14188.7
619,6278.09,273.02,6278.09,6278.09,44,6299.0,0.0,146.49,6299.0
620,8682.439999999999,977.43,8682.439999999999,2710.02,44,3999.0,399.9,192.51,8677.85
621,7561.24,2841.7,7561.24,4893.2,36,3799.0,379.9,205.15,7560.04
622,5499.94,1760.0,5499.94,5499.94,16,3799.0,400.0,340.0,5499.97
623,15200.5,0.0,15200.5,15200.5,27,10499.0,0.0,584.62,15200.0
624,13300.6,499.0,13300.6,13300.6,27,8500.0,499.0,492.37,13300.6
625,11351.13,3646.7,11351.13,4850.2,44,5499.0,999.0,240.7,11349.03
626,11351.83,3646.7,11351.83,4850.2,44,5499.0,999.0,240.7,11349.03
627,6452.599999999999,1614.92,6452.599999999999,6452.599999999999,44,3799.0,800.0,134.38,6578.3
628,8240.64,1846.0,8240.64,3489.92,44,3799.0,380.0,183.0,8243.72
629,7693.24,1923.35,7693.24,5131.69,44,3799.0,799.0,160.47,7699.0
630,18023.8,4170.04,18023.8,18023.8,44,8699.0,1499.0,385.12,18059.0
632,6462.83,1899.0,6462.83,6462.83,27,3799.0,799.0,219.23,6499.0
633,5599.0,3359.0,5599.0,4639.0,16,3999.0,799.0,320.0,5599.0
634,5299.0,3199.0,5299.0,4699.0,16,3799.0,799.0,300.0,5299.0
635,7705.58,2403.7,7705.58,5773.57,44,3799.0,799.0,160.47,7699.0
636,12793.03,2676.96,12793.03,5651.36,44,7523.5,0.0,297.44,12789.95
637,5598.94,3999.0,5598.94,5598.94,16,3999.0,799.0,320.0,5598.97
638,10239.0,2847.0,10239.0,6807.0,36,5399.0,999.0,264.0,10239.0
639,7699.0,2403.7,7699.0,4971.22,44,3799.0,799.0,160.47,7699.0
641,8669.0,1749.0,8669.0,5704.0,16,6199.0,1249.0,495.0,8674.0
642,11008.63,2541.27,11008.63,7023.81,44,6599.0,300.0,249.03,11008.3
643,7708.87,1761.82,7708.87,5292.16,44,3799.0,799.0,160.47,7699.0
644,9596.57,3126.86,9596.57,7505.99,44,5899.0,624.5,208.53,9591.15
645,7099.0,1159.0,7099.0,5659.0,36,3799.0,799.0,180.0,7099.0
646,7685.75,1765.0,7685.75,5131.69,44,3799.0,799.0,160.47,7699.0
647,8909.26,2317.3399999999997,8909.26,8909.26,44,8910.0,1248.1,178.16,8909.1
648,7699.0199999999995,2243.23,7699.0199999999995,2243.23,44,3799.0,799.0,160.47,7699.02
649,7711.22,1922.29,7711.22,6415.45,44,3799.0,799.0,160.47,7699.0
650,5299.0,2299.0,5299.0,5299.0,16,3799.0,799.0,300.0,5299.0
651,9810.800000000001,2728.8,9810.800000000001,8186.400000000001,44,9778.0,0.0,227.4,9778.0
652,7519.0,991.0,7519.0,4063.0,36,3999.0,799.0,192.0,7519.0
653,7966.83,4019.63,7966.83,7966.83,16,5499.0,549.9,494.91,7973.5
654,7772.299999999999,1684.9,7772.299999999999,7338.599999999999,16,5599.0,1250.0,434.9,7773.5
655,6500.38,1019.63,6500.38,6500.38,27,3799.0,799.0,219.23,6499.0
657,13597.42,1570.04,13597.42,1569.06,27,8499.0,0.0,523.02,13598.4
659,7077.0,1159.0,7077.0,2779.0,36,3799.0,799.0,180.0,7099.0
660,7579.23,1409.65,7579.23,2025.9,36,3799.0,379.9,205.75,7580.98
663,5299.0,799.0,5299.0,1399.0,16,3799.0,799.0,300.0,5299.0
664,7699.0199999999995,2403.7,7699.0199999999995,2403.7,44,3799.0,799.0,160.47,7699.02
665,6000.0,1500.0,6000.0,4000.0,25,6000.0,0.0,250.0,6000.0
669,14983.25,1393.8,14983.25,1393.8,44,8299.0,0.0,348.45,14983.25
670,7899.0,4649.0,7899.0,4574.0,16,5999.0,1249.0,475.0,7499.0
671,5843.17,399.0,5843.17,5629.75,27,3799.0,399.0,209.23,5839.0
672,8459.01,1249.0,8459.01,1249.0,16,5899.0,1249.0,515.0,8224.0
673,5299.0,1999.0,5299.0,4699.0,16,3799.0,799.0,300.0,5299.0
675,12583.87,1975.7,12583.87,2254.86,44,5799.0,579.9,279.16,12583.86
677,8159.0199999999995,799.0,8159.0199999999995,799.0,44,3999.0,799.0,171.16,8159.02
680,13693.35,2738.6800000000003,13693.35,2738.6800000000003,36,8299.0,0.0,391.24,13693.35
683,5566.26,1065.59,5566.26,795.1800000000001,44,5699.0,0.0,132.53,5699.0
688,8159.0199999999995,2168.2799999999997,8159.0199999999995,2168.2799999999997,44,3999.0,799.0,171.16,8159.02
694,7498.5,0.0,7498.5,0.0,16,4999.0,0.0,499.9,7498.5
695,5508.07,380.0,5508.07,1747.6,16,3799.0,380.0,341.9,5508.47
697,5599.0,3359.0,5599.0,3359.0,16,3999.0,799.0,320.0,5599.0
698,6399.0,1833.11,6399.0,1833.11,44,6399.0,624.5,134.29,6399.0
702,10889.0,2609.0,10889.0,10889.0,44,5299.0,999.0,230.0,10889.0
703,10182.88,500.0,10182.88,496.88,42,5999.0,0.0,248.44,10186.0
704,5599.0,2719.0,5599.0,2719.0,16,3999.0,799.0,320.0,5599.0
707,9299.0,1513.82,9299.0,1513.82,44,9299.0,0.0,216.26,9299.0
708,6299.0,0.0,6299.0,0.0,21,6299.0,0.0,314.95,6299.0
711,13693.35,2347.44,13693.35,2347.44,36,8299.0,0.0,391.24,13693.35
712,6099.0,2099.0,6099.0,2599.0,21,6099.0,1099.0,250.0,6099.0
713,15297.84,2135.08,15297.84,2134.62,44,8999.0,0.0,355.77,15298.3
714,9299.0,865.04,9299.0,865.04,44,9299.0,0.0,216.26,9299.0
716,8248.5,549.9,8248.5,549.9,16,5499.0,0.0,549.9,8248.5
717,0.43,0.0,0.43,0.43,44,0.43,0.0,0.01,0.43
720,13693.35,2347.44,13693.35,2347.44,36,8299.0,0.0,391.24,13693.35
722,15631.74,700.0,15631.74,15631.74,44,7199.0,700.0,347.62,15647.7
723,14108.300000000001,328.1,14108.300000000001,328.1,44,8299.0,0.0,328.1,14108.3
724,10889.02,1919.0,10889.02,1919.0,44,5299.0,999.0,230.0,10889.02
727,9348.300000000001,869.6,9348.300000000001,869.6,44,5499.0,0.0,217.4,9348.3
730,13198.5,879.9,13198.5,879.9,16,8799.0,0.0,879.9,13198.5
732,10999.0,767.37,10999.0,767.37,44,10999.0,0.0,255.79,10999.0
733,9854.6,1690.5500000000002,9854.6,8442.2,27,6399.0,624.5,355.35,9863.7
734,11024.0,2158.32,11024.0,2158.32,44,5499.0,1249.0,227.33,11024.0
740,9598.3,1280.0,9598.3,1279.8,16,6399.0,0.0,639.9,9598.5
746,12385.55,317.58,12385.55,317.58,40,5999.0,0.0,317.58,12385.55
747,15298.07,356.0,15298.07,355.77,44,8999.0,0.0,355.77,15298.3
748,5599.0,799.0,5599.0,799.0,16,3999.0,799.0,320.0,5599.0
749,6999.0,1516.44,6999.0,1516.44,44,6999.0,1249.0,133.72,6999.0
751,15298.3,355.77,15298.3,355.77,44,8999.0,0.0,355.77,15298.3
752,14108.300000000001,328.1,14108.300000000001,328.1,44,8299.0,0.0,328.1,14108.3
753,10029.04,999.0,10029.04,999.0,36,5299.0,999.0,258.0,10029.04
762,7448.96,1429.0,7448.96,1429.0,16,5299.0,999.0,430.0,7448.96
763,9499.0,0.0,9499.0,0.0,44,9499.0,0.0,220.91,9499.0
764,8999.0,0.0,8999.0,0.0,44,8999.0,0.0,209.28,8999.0
766,14248.5,949.9,14248.5,949.9,16,9499.0,0.0,949.9,14248.5
767,10268.7,749.5,10268.7,749.5,27,6699.0,749.5,366.12,10268.7
769,16148.300000000001,0.0,16148.300000000001,0.0,44,9499.0,0.0,375.54,16148.3
772,6879.0,799.0,6879.0,799.0,27,3999.0,799.0,233.85,6879.0
